cliente_id,nombre_cliente,es_empresa,segmento,nif,provincia,email,telefono,fecha_alta
2372,Obdulia de Amores,False,Consumidor Final,P46589757,ZARAGOZA,obdulia.de.amores@outlook.es,+34825 904 322,2021-11-04
2855,Corominas y Cano S.A.,True,Taller/Pequeña Empresa,V79798454,Malaga,corominas.y.cano.s.a@outlook.es,+34 923 64 95 25,2021-12-22
2319,instalaciones ibéricos s.coop.,True,Distribuidor Mediano,W-32231222,Bilbao,instalaciones.ibéric@empresa.es,+34 848 529 596,2025-05-27
3560,Calderón y asociados S.Com.,True,Taller/Pequeña Empresa,K13549093,Madrid,calderón.y.asociados@outlook.es,+34 887 98 36 71,2021-12-29
4484,Grupo Corral S.Com.,True,Taller/Pequeña Empresa,L94299475,Castellón,grupo.corral.s.com.@gmail.com,+34872 695 255,2023-07-23
3637,Ricart y Cabeza S.L.,True,Taller/Pequeña Empresa,L 40956106,valencia,ricart.y.cabeza.s.l.@gmail.com,,2024-12-09
1375,María Dolores Guerrero Blanes S.C.P,True,Taller/Pequeña Empresa,G 80215481,Castellón,maría.dolores.guerre@outlook.es,+34988643009,2023-07-03
2908,grupo durán s.l.n.e,True,Taller/Pequeña Empresa,S57321364,Zaragoza,grupo.durán.s.l.n.e@outlook.es,+34 925 33 32 02,2021-11-26
1333,Santamaria & Asociados S.A.,True,Distribuidor Mediano,J 82494408,Valencia,santamaria.&.asociad@hotmail.com,+34876 05 54 88,2022-08-25
4266,Instalaciones UI S.Com.,True,Taller/Pequeña Empresa,A42416546,ZARAGOZA,instalaciones.ui.s.c@outlook.es,+34887180245,2023-11-06
3788,Jose Francisco Carrillo Carmona,False,Consumidor Final,M88673989,sevilla,jose.francisco.carri@gmail.com,+34 948 114 644,2022-09-10
3365,Infraestructuras del Norte S.A.,True,Fabricante Grande,L16498646,murcia,infraestructuras.del@outlook.es,+34943 75 66 50,2024-04-01
2604,Desarrollo del Norte S.Coop.,True,Distribuidor Mediano,d19744739,Málaga,desarrollo.del.norte@empresa.es,+34 806 59 50 31,2020-10-10
2118,Manufacturas Sevilla y asociados S.L.,True,Taller/Pequeña Empresa,M-26474964,Alicante,manufacturas.sevilla@gmail.com,+34 842 56 52 90,2024-10-18
4431,Marisela Roura-Duran,False,Consumidor Final,J 76190847,SEVILLA,marisela.roura-duran@empresa.es,+34 920869263,2022-04-20
2943,GRUPO PALOMAR S.L.N.E,True,Taller/Pequeña Empresa,d96653191,Murcia,grupo.palomar.s.l.n.@hotmail.com,+34 987 53 62 68,2023-10-06
3867,Hotel Bru S.A.T.,True,Taller/Pequeña Empresa,V46199906,Barna,hotel.bru.s.a.t.@outlook.es,+34 984181009,2022-09-13
3376,Hotel Españolas S.Coop.,True,Taller/Pequeña Empresa,M 18440661,Comunidad de Madrid,hotel.españolas.s.co@gmail.com,+34845335761,2023-03-29
4049,Rogelio Andreu Mercader S.L.,True,Taller/Pequeña Empresa,F 32201737,murcia,rogelio.andreu.merca@empresa.es,+34872987667,2022-03-28
2342,Rosa María Rosell Calleja,False,Consumidor Final,H49834900,Alicante,rosa.maría.rosell.ca@outlook.es,+34 983 63 23 97,2024-12-11
1320,Desarrollo Riquelme & Asociados S.Coop.,True,Taller/Pequeña Empresa,A 89398174,MADRID,desarrollo.riquelme.@empresa.es,+34 834 117 393,2024-12-20
2619,Cáceres & Asociados S.L.,True,Taller/Pequeña Empresa,p15908071,Bizkaia,cáceres.&.asociados.@empresa.es,+34 702 362 192,2020-11-19
3956,hermanos font s.a.,True,Taller/Pequeña Empresa,W 54286365,Valencia,hermanos.font.s.a.@outlook.es,+34 824 557 852,2021-01-13
3060,Infraestructuras Sosa S.Com.,True,Distribuidor Mediano,s32369436,CASTELLON,infraestructuras.sos@gmail.com,+34600 68 75 86,2025-02-22
3219,Albano Prats Figueras S.Com.,True,Distribuidor Mediano,P-73872605,BARCELONA,albano.prats.figuera@hotmail.com,+34 876 28 63 01,2020-11-19
2673,Ariadna Cerdán Borrás,False,Consumidor Final,a10131289,Valencia,ariadna.cerdán.borrá@outlook.es,+34845 413 936,2025-09-15
2942,Florentino Gilabert Leiva S.Com.,True,Taller/Pequeña Empresa,q17494253,Comunidad de Madrid,florentino.gilabert.@empresa.es,+34 923386947,2023-10-11
1260,Grupo Losada S.A.,True,Taller/Pequeña Empresa,p35016429,sevilla,grupo.losada.s.a.@gmail.com,+34878 865 719,2021-01-17
3844,Banco Azorin & Asociados S.Coop.,True,Taller/Pequeña Empresa,L-16452895,CASTELLON,banco.azorin.&.asoci@outlook.es,+34 821 77 58 85,2022-09-18
3039,Georgina Bejarano Zapata S.A.,True,Taller/Pequeña Empresa,c25021199,CASTELLON,georgina.bejarano.za@outlook.es,+34707 551 545,2021-03-24
1689,Hermanos Vizcaíno S.L.,True,Distribuidor Mediano,u75841004,Zaragoza,hermanos.vizcaíno.s.@outlook.es,+34 821 99 71 79,2021-03-20
1901,Santamaria y Vilanova S.A.D,True,Fabricante Grande,r39380829,Zaragoza,santamaria.y.vilanov@empresa.es,+34 945314624,2025-12-20
3306,Hnos Granados S.L.L.,True,Distribuidor Mediano,d16953155,Alacant,hnos.granados.s.l.l.@hotmail.com,+34846 219 836,2023-10-05
3026,SOLUCIONES RAMIS S.A.,True,Taller/Pequeña Empresa,E91146225,Valencia (VLC),soluciones.ramis.s.a@hotmail.com,+34872 515 850,2020-11-27
1138,Hermanos Menéndez S.Coop.,True,Taller/Pequeña Empresa,S-21318464,Bilbao,hermanos.menéndez.s.@gmail.com,+34988740345,2025-06-15
2917,Banca Privada Roig S.A.,True,Taller/Pequeña Empresa,q27526755,Alicante,banca.privada.roig.s@hotmail.com,+34 878 009 928,2025-09-08
2828,Finanzas Moreno S.L.U.,True,Taller/Pequeña Empresa,C36415300,Castellon,finanzas.moreno.s.l.@empresa.es,+34886 848 647,2025-12-05
2573,Salomé Ámbar Leiva Soria,False,Consumidor Final,r40434030,MALAGA,salomé.ámbar.leiva.s@outlook.es,+34 803 890 583,2022-12-20
1319,Banca Privada JV S.Com.,True,Taller/Pequeña Empresa,h17503932,BARCELONA,banca.privada.jv.s.c@hotmail.com,+34 882 723 046,2024-04-20
1653,Fábrica Buendía y asociados S.Coop.,True,Taller/Pequeña Empresa,L22412607,Bilbao,fábrica.buendía.y.as@empresa.es,+34 847008943,2025-04-13
3137,TRANSPORTES PORTA & ASOCIADOS S.COM.,True,Taller/Pequeña Empresa,R-62324453,BILBAO,transportes.porta.&.@empresa.es,+34 881 809 664,2021-02-06
4071,Servicios Abellán & Asociados S.A.  ,True,Taller/Pequeña Empresa,N12531331,Alicante,servicios.abellán.&.@outlook.es,+34888 13 13 55,2022-06-02
1558,Sandra Bonilla Garriga S.L.,True,Taller/Pequeña Empresa,R74304823,Zaragoza,sandra.bonilla.garri@empresa.es,+34971674266,2021-04-20
3187,hermanos bernal s.coop.,True,Taller/Pequeña Empresa,C-47442168,VALENCIA,hermanos.bernal.s.co@empresa.es,+34841 415 536,2023-12-13
1112,Ramón Fortunato Giralt Mínguez,False,Consumidor Final,S66500369,Alacant,ramón.fortunato.gira@gmail.com,,2024-12-23
1531,Octavio Sánchez Valencia,False,Consumidor Final,V-29482024,CASTELLON,octavio.sánchez.vale@hotmail.com,+34 852 005 436,2021-12-10
1224,jesús quirós espinosa s.a.,True,Taller/Pequeña Empresa,g91121400,Alacant,jesús.quirós.espinos@empresa.es,+34956093796,2022-09-25
1723,Leoncio Franch Aguilera S.L.U.,True,Taller/Pequeña Empresa,m433286,Zaragoza,leoncio.franch.aguil@gmail.com,+34 972 169 385,2025-09-24
3935,Grupo Quesada S.Com.,True,Distribuidor Mediano,Q 86658763,sevilla,grupo.quesada.s.com.@hotmail.com,+34 876 09 23 56,2022-07-11
4197,Fabricio Falcón Corominas,False,Consumidor Final,e15417052,CASTELLON,fabricio.falcón.coro@outlook.es,+34 848 95 01 49,2022-10-06
2433,Infraestructuras UB S.Coop.,True,Taller/Pequeña Empresa,W-52166952,Malaga,infraestructuras.ub.@empresa.es,+34 820 33 37 31,2025-11-20
3373,Supermercados Pi S.Coop.,True,Taller/Pequeña Empresa,N-63437031,sevilla,supermercados.pi.s.c@empresa.es,+34 823 93 04 85,2021-05-06
3818,Tecnologías Piquer S.A.,True,Fabricante Grande,L91468439,SEVILLA,tecnologías.piquer.s@gmail.com,+34826 559 637,2022-03-12
3899,Manufacturas BAO S.L.,True,Fabricante Grande,D56326746,Castellon,manufacturas.bao.s.l@empresa.es,+34 947 47 92 14,2026-03-16
2458,SERVICIOS TXZ S.C.P,True,Distribuidor Mediano,J 18457091,ZARAGOZA,servicios.txz.s.c.p@outlook.es,+34942 85 09 57,2024-12-10
4360,Tecnologías Rios & Asociados S.L.N.E,True,Taller/Pequeña Empresa,K-257919,CASTELLON,tecnologías.rios.&.a@outlook.es,,2026-03-27
1846,Talleres QHR S.A.,True,Distribuidor Mediano,E-37713235,BARCELONA,talleres.qhr.s.a.@hotmail.com,,2025-02-12
1193,Tecnologías Ibérica S.L.N.E  ,True,Taller/Pequeña Empresa,g48789478,ALICANTE,tecnologías.ibérica.@hotmail.com,+34922403317,2025-10-03
2464,Fito Roman Rico,False,Consumidor Final,U-55855470,sevilla,fito.roman.rico@empresa.es,+34807 59 86 78,2023-01-15
1946,hermanos bejarano s.l.n.e,True,Distribuidor Mediano,g67600736,ALICANTE,hermanos.bejarano.s.@gmail.com,+34822872401,2020-09-13
3021,paco ureña marquez s.l.,True,Taller/Pequeña Empresa,K 48909287,Alacant,paco.ureña.marquez.s@outlook.es,+34882 49 20 54,2024-10-17
3551,HNOS RUANO S.L.N.E,True,Distribuidor Mediano,U88885917,MURCIA,hnos.ruano.s.l.n.e@empresa.es,+34 910 42 05 98,2024-04-16
2629,Hotel NJ S.L.,True,Taller/Pequeña Empresa,R93888349,Castellón,hotel.nj.s.l.@outlook.es,,2026-03-12
1117,Hnos Fabra S.Com.,True,Distribuidor Mediano,P 51949529,Murcia,hnos.fabra.s.com.@hotmail.com,+34 977820715,2026-02-23
1645,Balduino Cal Arnaiz,False,Consumidor Final,H 12957704,ZARAGOZA,balduino.cal.arnaiz@outlook.es ,+34982 121 352,2024-09-07
2870,Teresa de Aguilar,False,Consumidor Final,C 98172626,Comunidad Valenciana,teresa.de.aguilar@empresa.es,+34 864 808 557,2025-06-25
1003,Lamas & Asociados S.L.,True,Taller/Pequeña Empresa,b45503389,ALICANTE,lamas.&.asociados.s.@gmail.com,+34987 161 849,2025-08-03
1074,Comercializadora Llorente S.L.,True,Taller/Pequeña Empresa,R 89699989,MADRID,comercializadora.llo@gmail,,2025-05-30
2755,Rocío Pellicer Alberto,False,Consumidor Final,K22093079,Bilbao,rocío.pellicer.alber@outlook.es,+34 806 030 566,2021-01-30
1467,Antonia Tomás,False,Consumidor Final,j389195,Bizkaia,antonia.tomás@gmail.com,+34 888 695 489,2026-03-21
1005,Cánovas y asociados S.Com.,True,Distribuidor Mediano,M-70855700,ALICANTE,cánovas.y.asociados.@hotmail.com,+34884 192 832,2023-02-26
2246,hermanos fabra s.a.u,True,Distribuidor Mediano,N 33840642,ZARAGOZA,hermanos.fabra.s.a.u@gmail.com,+34 972 00 96 87,2025-01-19
1919,Despacho Ferrándiz y asociados S.Coop.,True,Distribuidor Mediano,S-82237254,Malaga,despacho.ferrándiz.y@gmail.com,+34822430753,2025-03-01
3595,minería svo s.a.u,True,Taller/Pequeña Empresa,p38523451,Comunidad de Madrid,minería.svo.s.a.u@outlook.es,+34984 496 552,2021-10-24
1228,José Mari Pont Ripoll,False,Consumidor Final,r44537812,Zaragoza,josé.mari.pont.ripol@outlook.es,+34843 966 278,2024-06-26
2063,Hermanos Iborra S.A.,True,Taller/Pequeña Empresa,A48651837,Murcia,hermanos.iborra.s.a.@empresa.es,+34976 150 968,2023-06-09
3590,Celestino Montserrat Gonzalez,False,Consumidor Final,A-71599960,Sevilla,celestino.montserrat@empresa.es,+34944 064 004,2023-01-12
1242,Adalberto Nuñez Carreño,False,Consumidor Final,J58307308,SEVILLA,adalberto.nuñez.carrempresa.es,+34 949 271 361,2024-09-12
3764,Distribuciones Ibéricos S.Coop.  ,True,Distribuidor Mediano,l12233227,MALAGA,distribuciones.ibéri@outlook.es,+34697 22 85 82,2024-06-10
2160,Félix Escribano Villegas,False,Consumidor Final,p48556908,Malaga,félix.escribano.vill@hotmail.com,+34848 173 929,2025-10-14
4041,Nélida Puente Falcó,False,Consumidor Final,n852535,MALAGA,nélida.puente.falcó@empresa.es,+34834 265 201,2025-04-06
3711,Fábrica Ricart S.L.U.,True,Taller/Pequeña Empresa,K10113880,Castellon,fábrica.ricart.s.l.u@gmail.com,+34659 627 519,2021-09-12
3563,Galan y Mateos S.C.P,True,Distribuidor Mediano,A-58089112,BARCELONA,galan.y.mateos.s.c.p@empresa.es,+34 824807392,2020-08-04
2526,Restauración Pla & Asociados S.L.,True,Taller/Pequeña Empresa,e95691801,Sevilla,restauración.pla.&.a@empresa.es,,2025-11-16
2605,MAESTRE Y GARZÓN S.L.N.E,True,Taller/Pequeña Empresa,P88852864,Alacant,maestre.y.garzón.s.l@hotmail.com,,2024-12-10
4378,Despacho Galán & Asociados S.Com.,True,Distribuidor Mediano,Q43566415,Comunidad Valenciana,despacho.galán.&.aso@hotmail.com,+34 882 07 11 07,2024-11-04
4611,Cruz del Porta S.L.,False,Consumidor Final,m53574336,Bizkaia,cruz.del.porta@outlook.es,+34976 42 86 04,2025-10-30
4068,Banca Privada Bonet y asociados S.A.,True,Taller/Pequeña Empresa,Q 36506844,VALENCIA,banca.privada.bonet.@empresa.es,+34 984 46 16 87,2023-07-25
4079,Lupe de Samper,False,Consumidor Final,B-63937534,Comunidad de Madrid,lupe.de.samper@gmail.com,+34822 95 40 63,2023-06-20
2989,Morán y Pla S.Com.,True,Taller/Pequeña Empresa,G 740256,MADRID,morán.y.pla.s.com.@gmail.com,+34 843 405 920,2023-06-25
3953,instalaciones xkk s.a.,True,Taller/Pequeña Empresa,H90476326,MADRID,instalaciones.xkk.s.@gmail.com,+34 806 05 45 58,2021-11-18
3362,Alimentación Castellana S.L.,True,Taller/Pequeña Empresa,L-86812126,Barna,alimentación.castell@hotmail.com,+34 924 428 873,2025-11-14
2975,Filomena Ibarra Agullo,False,Consumidor Final,K-86727686,Sevilla,filomena.ibarra.agul@gmail.com,+34 868497603,2024-01-03
2761,Zaida Núñez Rubio,False,Consumidor Final,R 84830195,Valencia (VLC),zaida.núñez.rubio@gmail.com,+34977 256 222,2021-03-20
2305,Amaya Higueras Coello,False,Consumidor Final,P293730,valencia,amaya.higueras.coell@outlook.es,+34 826450576,2025-08-06
2541,hermanos peñalver s.l.u.,True,Distribuidor Mediano,C 74582036,ZARAGOZA,hermanos.peñalver.s.@gmail.com,,2024-06-03
3472,Celestino Anaya Benavente,False,Consumidor Final,N 57876025,Murcia,celestino.anaya.bena@hotmail,+34883 833 354,2026-02-07
3642,Leoncio Alfonso Gárate S.A.,True,Taller/Pequeña Empresa,S 93045054,Alicante,leoncio.alfonso.gára@empresa.es,+34 927880971,2025-04-23
1622,Fábrica Acosta & Asociados S.Com.,True,Taller/Pequeña Empresa,f90030269,CASTELLON,fábrica.acosta.&.aso@gmail.com,+34 822 371 504,2024-05-31
3800,Comercial Ibérica S.A.,True,Taller/Pequeña Empresa,F-93326883,sevilla,comercial.ibérica.s.@empresa.es,+34 943 45 25 73,2021-11-20
2493,Suministros del Mediterráneo S.Com.,True,Distribuidor Mediano,W-85187117,murcia,suministros.del.medi@outlook.es,+34987 027 481,2021-05-11
1110,áfrica bermejo millán s.coop.,True,Taller/Pequeña Empresa,L-41272553,Málaga,áfrica.bermejo.millá@gmail.com,+34 946 641 605,2021-06-26
3275,Hnos Ocaña S.A.,True,Taller/Pequeña Empresa,g25610085,MADRID,hnos.ocaña.s.a.@empresa.es,+34852 33 69 31,2024-02-22
3748,Margarita Barriga-Amores,False,Consumidor Final,P-99115882,MADRID,margarita.barriga-am@empresa.es,+34 887794123,2025-09-11
2169,INDUSTRIAS JORDÁ S.L.N.E,True,Taller/Pequeña Empresa,s19917380,ZARAGOZA,industrias.jordá.s.l@gmail.com,+34 949 943 460,2022-11-21
3973,Sancho y asociados S.L.,True,Taller/Pequeña Empresa,w19178028,Alacant,sancho.y.asociados.s@gmail.com,+34 937 86 80 05,2022-06-09
1232,Inmobiliaria QTQC S.L.,True,Taller/Pequeña Empresa,F67790557,Comunidad Valenciana,inmobiliaria.qtqc.s.@gmail.com,+34 876613407,2022-01-03
1066,Supermercados Casanova y asociados S.L.,True,Distribuidor Mediano,U 67110154,Zaragoza,supermercados.casano@hotmail.com,+34945488771,2023-12-08
4279,Tecnologías PP S.A.,True,Taller/Pequeña Empresa,V95316737,Málaga,tecnologías.pp.s.a.@empresa.es,+34880 33 08 54,2022-02-11
3072,Seguí y Pareja S.Coop.,True,Distribuidor Mediano,F-33925710,sevilla,seguí.y.pareja.s.coo@gmail.com,+34 828 41 86 48,2024-08-24
3192,Supermercados FP S.A.  ,True,Taller/Pequeña Empresa,Q 95380264,Málaga,supermercados.fp.s.a@hotmail.com,+34843204167,2023-08-12
1536,Bartolomé Solana Segarra,False,Consumidor Final,A 64839908,ZARAGOZA,bartolomé.solana.seg@outlook.es,+34 948 25 34 92,2025-01-14
1125,Supermercados Inteligentes S.L.,True,Taller/Pequeña Empresa,r66910299,MADRID,supermercados.inteli@outlook.es ,,2025-01-01
3133,Inversiones Salas y asociados S.L.,True,Taller/Pequeña Empresa,E65580175,Valencia,inversiones.salas.y.@hotmail.com,+34849 498 663,2022-01-14
2254,INVERSIONES NP S.A.T.,True,Taller/Pequeña Empresa,s63610511,valencia,inversiones.np.s.a.t@outlook.es,+34 825 30 00 41,2021-09-08
4001,INDUSTRIAS AVANZADAS S.L.,True,Taller/Pequeña Empresa,F79334562,Bcn,industrias.avanzadas@hotmail.com,+34820055916,2023-12-26
2976,AARÓN CATALÁN MARIN S.A.U,True,Taller/Pequeña Empresa,V 78785805,Málaga,aarón.catalán.marin.@empresa.es,+34 920240553,2024-07-06
3974,Servicios Tejero S.L.,True,Taller/Pequeña Empresa,P-62657892,sevilla,servicios.tejero.s.l@empresa.es,+34883 494 363,2021-06-13
4476,Isidora Cabello Alcalá,False,Consumidor Final,N37010823,ZARAGOZA,isidora.cabello.alca@outlook.es,+34 983004587,2025-09-03
3075,Prudencia Elisa Daza Segovia,False,Consumidor Final,U-41106335,Malaga,prudencia.elisa.daza@hotmail.com,+34948748317,2021-08-09
1484,Cleto Sarmiento Menéndez S.L.,True,Taller/Pequeña Empresa,J-47864772,Sevilla,cleto.sarmiento.mené@outlook.es,,2024-07-31
2654,Banca Privada QAZ S.A.,True,Distribuidor Mediano,L-19754865,Zaragoza,banca.privada.qaz.s.@gmail.com,+34845 72 21 42,2022-05-03
4454,María José Ferrández Enríquez,False,Consumidor Final,p54329591,MALAGA,maría.josé.ferrández@hotmail.com,+34 939627622,2021-11-16
3749,Mate y asociados S.A.  ,True,Taller/Pequeña Empresa,U-18781194,Malaga,mate.y.asociados.s.a@gmail.com,,2023-09-06
4101,Nuria Galán Palomo S.C.P,True,Taller/Pequeña Empresa,L84400326,VALENCIA,nuria.galán.palomo.s@empresa.es,+34 900252477,2023-04-23
2774,Haroldo Agustí Machado S.L.L.,True,Taller/Pequeña Empresa,C 29986839,Comunidad de Madrid,haroldo.agustí.macha@gmail.com,+34 962515217,2024-06-22
3410,Vara y Casas S.A.,True,Taller/Pequeña Empresa,G-61918178,valencia,vara.y.casas.s.a.@gmail.com,+34 823756269,2023-10-07
1918,Hnos Ortuño S.L.,True,Taller/Pequeña Empresa,u98470632,VALENCIA,hnos.ortuño.s.l.@empresa.es,+34 604 254 882,2025-12-24
2646,Matas y Salom S.A.,True,Distribuidor Mediano,U-25034348,Alicante,matas.y.salom.s.a.@gmail,+34879 07 42 35,2024-12-18
2026,Fabio de Cazorla,False,Consumidor Final,E89629793,Alicante,fabio.de.cazorla@gmail.com,+34902 06 42 42,2023-09-30
2030,Juan Carlos Angulo Carlos S.Coop.,True,Fabricante Grande,g58505926,BARCELONA,juan.carlos.angulo.c@gmail.com,,2024-02-16
1882,Tomé & Asociados S.A.,True,Fabricante Grande,g46107432,Zaragoza,tomé.&.asociados.s.a@hotmail.com,+34 882 13 90 80,2023-06-23
2335,jorge puerta abril s.com.,True,Taller/Pequeña Empresa,U 84957616,SEVILLA,jorge.puerta.abril.s@outlook.es,+34821 48 86 08,2025-06-28
3696,buendía & asociados s.a.u,True,Taller/Pequeña Empresa,J16378574,Malaga,buendía.&.asociados.@empresa.es,+34 878766997,2022-09-05
1364,Juan Antonio Paniagua,False,Consumidor Final,l36883353,BILBAO,juan.antonio.paniagu@outlook.es,+34 943770051,2024-07-17
3125,Grupo Vallés S.Com.  ,True,Taller/Pequeña Empresa,F-97940633,madrid,grupo.vallés.s.com.@gmail.com,,2022-06-05
1027,Inmobiliaria Luján S.Coop.,True,Taller/Pequeña Empresa,a19736572,Sevilla,inmobiliaria.luján.s@gmail.com,+34924 348 740,2021-01-10
1473,Luis Mármol,False,Consumidor Final,A-34680787,sevilla,luis.mármol@empresa.es,+34 926 12 40 56,2024-02-06
1525,Morata y Carrillo S.L.N.E,True,Taller/Pequeña Empresa,l23368583,valencia,morata.y.carrillo.s.@gmail.com,+34 843 53 09 25,2020-11-10
1725,Vinicio Rosales Seco,False,Consumidor Final,W575535,Barcelona,vinicio.rosales.seco@gmail.com,+34942 291 603,2025-08-03
1055,Leopoldo Agustín-Villanueva,False,Consumidor Final,J66581473,MURCIA,leopoldo.agustín-vil@outlook.es,+34871 136 783,2024-06-20
1638,RICART Y VALCÁRCEL S.L.,True,Taller/Pequeña Empresa,Q59068774,Comunidad Valenciana,ricart.y.valcárcel.s@hotmail.com,+34888 076 789,2024-08-30
1302,Compañía López & Asociados S.Com.,True,Taller/Pequeña Empresa,E42900372,Malaga,compañía.lópez.&.aso@outlook.es,+34847933334,2024-03-30
4160,Novoa y asociados S.Com.,True,Taller/Pequeña Empresa,G 88037790,sevilla,novoa.y.asociados.s.@outlook.es,+34842452961,2022-06-22
2276,Tecnologías Navas S.A.,True,Distribuidor Mediano,w73589030,Zaragoza,tecnologías.navas.s.@hotmail.com,+34979 588 914,2024-02-12
4192,Guadalupe Morán-Requena,False,Consumidor Final,K 88029629,ZARAGOZA,guadalupe.morán-requ@outlook.es,+34 710 337 522,2023-10-09
1624,Hnos Morcillo S.L.N.E,True,Taller/Pequeña Empresa,R-73674613,murcia,hnos.morcillo.s.l.n.@empresa.es,+34 842 304 501,2023-08-24
3055,HERMANOS MANRIQUE S.A.,True,Taller/Pequeña Empresa,K-69637989,Sevilla,hermanos.manrique.s.@gmail.com,+34 985 061 349,2024-03-11
2280,reinaldo hoyos pou s.coop.,True,Taller/Pequeña Empresa,Q 77503923,ZARAGOZA,reinaldo.hoyos.pou.s@gmail.com,+34 885978524,2023-12-25
2049,Minería Sedano & Asociados S.L.N.E,True,Fabricante Grande,J17045220,Alacant,minería.sedano.&.aso@gmail.com,+34 985 97 01 55,2020-09-19
1336,Asunción Ribas Artigas,False,Consumidor Final,c45568288,Bcn,asunción.ribas.artig@empresa.es,+34 841 779 827,2020-07-10
1047,Nebot y asociados S.C.P,True,Taller/Pequeña Empresa,S 723633,Comunidad de Madrid,nebot.y.asociados.s.@outlook.es,+34948 41 70 80,2026-03-31
1106,Logística Blazquez & Asociados S.A.,True,Taller/Pequeña Empresa,P-82503409,Alacant,logística.blazquez.&@outlook.es,+34 806 14 76 79,2023-01-15
3397,Promociones Española S.Coop.  ,True,Fabricante Grande,p96973592,murcia,promociones.española@hotmail,+34 871 025 853,2022-01-13
2079,Ramiro Falcón Bartolomé,False,Consumidor Final,v33260196,Zaragoza,ramiro.falcón.bartol@hotmail.com,+34842 840 333,2023-11-12
3286,Estela Lerma-Ojeda,False,Consumidor Final,c60355335,Bizkaia,estela.lerma-ojeda@hotmail.com,,2024-05-01
3261,Hermanos Giménez S.A.,True,Taller/Pequeña Empresa,N-28116129,Bilbao,hermanos.giménez.s.a@gmail.com,+34 824 058 330,2025-06-15
2144,Despacho Integrales S.A.,True,Taller/Pequeña Empresa,C 16071701,Bcn,despacho.integrales.@outlook.es,+34 877333732,2020-07-27
3887,Eliseo Roldan Jurado S.L.,True,Taller/Pequeña Empresa,M91027259,MURCIA,eliseo.roldan.jurado@outlook.es,+34875933045,2024-03-14
3296,Construcción Durán y asociados S.A.,True,Distribuidor Mediano,E28528804,sevilla,construcción.durán.youtlook.es,+34882 81 87 62,2020-07-30
2836,Carrera y Caballero S.L.,True,Distribuidor Mediano,c58537393,SEVILLA,carrera.y.caballero.,+34880711815,2021-01-11
2753,Minería Viña & Asociados S.L.,True,Distribuidor Mediano,W-36568577,madrid,minería.viña.&.asoci@gmail.com,+34 688 983 057,2022-04-02
2101,Rogelio Pacheco,False,Consumidor Final,G80938021,murcia,rogelio.pacheco@gmail.com,+34 846 323 421,2020-08-25
2968,Familia Santos S.A.,True,Taller/Pequeña Empresa,M19031885,SEVILLA,familia.santos.s.a.@outlook.es ,+34845 829 682,2024-03-29
3755,Construcción del Norte S.L.N.E,True,Taller/Pequeña Empresa,R46504456,Bizkaia,construcción.del.nor@empresa.es,+34878 66 70 41,2025-09-26
4325,Prats y Benítez S.L.,True,Taller/Pequeña Empresa,S546162,Malaga,prats.y.benítez.s.l.@outlook.es,+34879 886 550,2024-12-18
1523,Ana Belén Camino-Carbonell,False,Consumidor Final,B 32859916,Valencia (VLC),ana.belén.camino-car@empresa.es,,2023-05-11
3280,Inmobiliaria Ibérica S.L.,True,Taller/Pequeña Empresa,V 62173273,ALICANTE,inmobiliaria.ibérica@outlook.es,+34 878 586 267,2021-09-27
3692,Familia Albero S.L.U.,True,Fabricante Grande,p71808526,BARCELONA,familia.albero.s.l.u@gmail.com,+34 849 97 59 97,2022-01-16
2428,Manufacturas Avanzadas S.A.,True,Taller/Pequeña Empresa,R 51948011,Valencia (VLC),manufacturas.avanzad@hotmail.com,+34 820680941,2022-03-08
3581,Íngrid Bru Vallejo,False,Consumidor Final,M39572055,Comunidad de Madrid,íngrid.bru.vallejo@empresa.es,+34 841199256,2025-12-30
4159,Industrias Avanzadas S.L.N.E,True,Taller/Pequeña Empresa,g88013335,Castellón,industrias.avanzadas@gmail.com,+34827 184 065,2021-12-11
1603,Infraestructuras del Mediterráneo S.Com.,True,Distribuidor Mediano,D-34799223,Málaga,infraestructuras.del@hotmail.com,+34927 18 37 60,2025-09-23
2489,Inversiones YH S.L.,True,Taller/Pequeña Empresa,l15759135,ZARAGOZA,inversiones.yh.s.l.@gmail.com,+34871 09 30 96,2026-03-15
3841,CEFERINO VALLS ROSELLÓ S.L.,True,Taller/Pequeña Empresa,h54780924,Castellón,ceferino.valls.rosel@empresa.es,+34 980 170 804,2024-01-03
3952,Hnos Mascaró S.A.,True,Taller/Pequeña Empresa,f48652540,Málaga,hnos.mascaró.s.a.@outlook.es,+34 846 27 27 65,2021-08-19
1060,Transportes Calderon S.L.N.E,True,Taller/Pequeña Empresa,R66379329,sevilla,transportes.calderon@outlook.es,+34887 777 520,2021-12-13
4332,Hermanos Ramirez S.L.  ,True,Distribuidor Mediano,u63689859,Zaragoza,hermanos.ramirez.s.l@outlook.es,+34921 743 967,2023-04-01
1671,Ana Sofía Tomé Andres,False,Consumidor Final,C24995099,Alicante,ana.sofía.tomé.andre@outlook.es,+34946 304 891,2021-11-30
1092,DAVID CABANILLAS GUITART S.L.N.E,True,Taller/Pequeña Empresa,H 19183277,sevilla,david.cabanillas.gui@empresa.es,+34 843 675 869,2024-10-06
